,Order Number,Finished Good,Order Size,Item_Number,Quantity,qty_on_order,fulfilled_parts
0,1,1,53,000000000000008820,1,53,True
21,1,1,53,PROC8213,2,106,True
22,1,1,53,SL10F25678,1,53,True
23,1,1,53,SPP0G54600,1,53,True
24,1,1,53,PROC8215,2,106,True
25,1,1,53,SA70K11490,2,106,True
26,1,1,53,PROC1811,1,53,True
27,1,1,53,PROC9106,2,106,True
28,1,1,53,SSW0K51546,2,106,True
29,1,1,53,SPP0G54610,1,53,True
30,1,1,53,PROC9203,2,106,True
31,1,1,53,PROC12008,1,53,True
32,1,1,53,SSW0N27927,2,106,True
34,1,1,53,SPP0G98370,1,53,True
35,1,1,53,PROC1811,2,106,True
36,1,1,53,PROC10224,1,53,True
20,1,1,53,SP10G00161,1,53,True
19,1,1,53,000000000031037296,1,53,True
33,1,1,53,SSW0N29515,1,53,True
17,1,1,53,000000000067000739,1,53,True
18,1,1,53,PROC2802,1,53,True
1,1,1,53,SSW0G43707,2,106,True
2,1,1,53,SSW0G44348,2,106,True
4,1,1,53,SSW0K51133,2,106,True
5,1,1,53,SSW0K51575,1,53,True
6,1,1,53,SSW0G44392,2,106,True
7,1,1,53,000000000031028776,1,53,True
8,1,1,53,000000000031040179,2,106,True
3,1,1,53,SSW0G44670,1,53,True
10,1,1,53,PROC10204,2,106,True
11,1,1,53,000000000031034776,1,53,True
12,1,1,53,PROC2237,1,53,True
13,1,1,53,PROC7029,1,53,True
14,1,1,53,000000000031045548,2,106,True
15,1,1,53,000000000031045550,2,106,True
9,1,1,53,000000000031503985,1,53,True
16,1,1,53,000000000031034609,1,53,True
793,2,3,5,cdb_04000018,2,10,True
794,2,3,5,000000000031501056,2,10,True
795,2,3,5,SPP0G54625,2,10,True
796,2,3,5,PROC9107,1,5,True
797,2,3,5,SPP0G99675,2,10,True
798,2,3,5,SSW0K51935,2,10,True
801,2,3,5,SPP0H55681,1,5,True
800,2,3,5,SPP0K08480,1,5,True
802,2,3,5,SPP0H55684,2,10,True
803,2,3,5,000000000067001143,1,5,True
792,2,3,5,000000000031028400,2,10,True
806,2,3,5,SSW0L97271,2,10,True
799,2,3,5,PROC3410,1,5,True
791,2,3,5,PROC7033,1,5,True
783,2,3,5,SL60K75022,1,5,True
789,2,3,5,SPP0H55681,1,5,True
788,2,3,5,PROC7320,1,5,True
777,2,3,5,SSW0G42871,1,5,True
787,2,3,5,000000000031045549,1,5,True
786,2,3,5,PROC13209,2,10,True
785,2,3,5,SD50H32746,1,5,True
784,2,3,5,cdb_49000017,1,5,True
782,2,3,5,SSW0G44585,2,10,True
781,2,3,5,SSW0G44351,1,5,True
780,2,3,5,SSW0P20662,1,5,True
779,2,3,5,SSW0G44953,1,5,True
778,2,3,5,SSW0G44836,1,5,True
805,2,3,5,PROC10338,2,10,True
790,2,3,5,PROC7109,1,5,True
804,2,3,5,SSW0N28641,2,10,True
1359,3,2,4,000000000031503243,2,8,True
1374,3,2,4,PROC10219,1,4,True
1352,3,2,4,SSW0L47695,2,8,True
1351,3,2,4,SSW0G44017,1,4,True
1350,3,2,4,SSW0G42868,1,4,True
1349,3,2,4,SSW0F63159,2,8,True
1348,3,2,4,SSW0G44678,1,4,True
1347,3,2,4,000000000000011977,1,4,True
1355,3,2,4,cdb_47000131,1,4,True
1356,3,2,4,PROC10001,1,4,True
1357,3,2,4,PROC13101,1,4,True
1358,3,2,4,000000000031034774,2,8,True
1360,3,2,4,000000000031503244,2,8,True
1375,3,2,4,PROC10938,2,8,True
1361,3,2,4,PROC11611,2,8,True
1363,3,2,4,PROC8214,2,8,True
1364,3,2,4,SPP0J33247,1,4,True
1365,3,2,4,PROC8345,1,4,True
1366,3,2,4,SM20H54472,1,4,True
1367,3,2,4,000000000031503455,2,8,True
1368,3,2,4,000000000031503456,2,8,True
1369,3,2,4,SPP0J33159,2,8,True
1370,3,2,4,SPP0M26744,1,4,True
1371,3,2,4,PROC11106,1,4,True
1372,3,2,4,PROC10958,1,4,True
1373,3,2,4,SSW0Q44609,2,8,True
1362,3,2,4,PROC8211,1,4,True
1353,3,2,4,000000000031042062,1,4,True
1354,3,2,4,cdb_50000007,2,8,True
1860,4,4,2,000000000031503454,2,4,True
1872,4,4,2,SL10F25678,1,2,True
1871,4,4,2,PROC12801,2,4,True
1870,4,4,2,SSW0N29422,1,2,True
1840,4,4,2,SSW0F82867,1,2,True
1841,4,4,2,SSW0F75749,2,4,True
1842,4,4,2,SSW0G45194,1,2,True
1843,4,4,2,000000000031045653,1,2,True
1844,4,4,2,SSW0G44390,1,2,True
1845,4,4,2,SSW0G44671,1,2,True
1846,4,4,2,SSW0K51131,2,4,True
1847,4,4,2,000000000031038890,1,2,True
1848,4,4,2,PROC3420,2,4,True
1849,4,4,2,PROC6914,1,2,True
1850,4,4,2,PROC9321,2,4,True
1873,4,4,2,SSW0Q43526,1,2,True
1851,4,4,2,PROC12008,1,2,True
1853,4,4,2,PROC14101,2,4,True
1854,4,4,2,000000000031034561,1,2,True
1855,4,4,2,PROC3726,1,2,True
1856,4,4,2,000000000031502214,1,2,True
1857,4,4,2,SDM0K33193,1,2,True
1858,4,4,2,SM20H54473,2,4,True
1859,4,4,2,PROC7704,2,4,True
1869,4,4,2,PROC10209,1,2,True
1861,4,4,2,PROC9321,2,4,True
1862,4,4,2,SP10K29485,1,2,True
1863,4,4,2,PROC11104,1,2,True
1864,4,4,2,PROC3420,2,4,True
1865,4,4,2,cdb_49000017,2,4,True
1866,4,4,2,SPP0M26744,2,4,True
1852,4,4,2,SD50H32650,1,2,True
1867,4,4,2,PROC14102,2,4,True
1868,4,4,2,PROC13209,1,2,True
69,5,1,4,SSW0N27927,2,8,True
53,5,1,4,000000000031034609,1,4,True
54,5,1,4,000000000067000739,1,4,True
67,5,1,4,PROC9203,2,8,True
55,5,1,4,PROC2802,1,4,True
56,5,1,4,000000000031037296,1,4,True
57,5,1,4,SP10G00161,1,4,True
58,5,1,4,PROC8213,2,8,True
59,5,1,4,SL10F25678,1,4,True
60,5,1,4,SPP0G54600,1,4,True
61,5,1,4,PROC8215,2,8,True
62,5,1,4,SA70K11490,2,8,True
63,5,1,4,PROC1811,1,4,True
64,5,1,4,PROC9106,2,8,True
65,5,1,4,SSW0K51546,2,8,True
66,5,1,4,SPP0G54610,1,4,True
68,5,1,4,PROC12008,1,4,True
51,5,1,4,000000000031045548,2,8,True
52,5,1,4,000000000031045550,2,8,True
49,5,1,4,PROC2237,1,4,True
70,5,1,4,SSW0N29515,1,4,True
71,5,1,4,SPP0G98370,1,4,True
72,5,1,4,PROC1811,2,8,True
73,5,1,4,PROC10224,1,4,True
37,5,1,4,000000000000008820,1,4,True
50,5,1,4,PROC7029,1,4,True
39,5,1,4,SSW0G44348,2,8,True
40,5,1,4,SSW0G44670,1,4,True
38,5,1,4,SSW0G43707,2,8,True
42,5,1,4,SSW0K51575,1,4,True
43,5,1,4,SSW0G44392,2,8,True
44,5,1,4,000000000031028776,1,4,True
45,5,1,4,000000000031040179,2,8,True
46,5,1,4,000000000031503985,1,4,True
47,5,1,4,PROC10204,2,8,True
48,5,1,4,000000000031034776,1,4,True
41,5,1,4,SSW0K51133,2,8,True
1874,6,4,3,SSW0F82867,1,3,True
1875,6,4,3,SSW0F75749,2,6,True
1876,6,4,3,SSW0G45194,1,3,True
1877,6,4,3,000000000031045653,1,3,True
1878,6,4,3,SSW0G44390,1,3,True
1881,6,4,3,000000000031038890,1,3,True
1880,6,4,3,SSW0K51131,2,6,True
1907,6,4,3,SSW0Q43526,1,3,True
1906,6,4,3,SL10F25678,1,3,True
1905,6,4,3,PROC12801,2,6,True
1904,6,4,3,SSW0N29422,1,3,True
1903,6,4,3,PROC10209,1,3,True
1902,6,4,3,PROC13209,1,3,True
1901,6,4,3,PROC14102,2,6,True
1900,6,4,3,SPP0M26744,2,6,True
1879,6,4,3,SSW0G44671,1,3,True
1897,6,4,3,PROC11104,1,3,True
1896,6,4,3,SP10K29485,1,3,True
1895,6,4,3,PROC9321,2,6,True
1894,6,4,3,000000000031503454,2,6,True
1899,6,4,3,cdb_49000017,2,6,True
1892,6,4,3,SM20H54473,2,6,True
1893,6,4,3,PROC7704,2,6,True
1883,6,4,3,PROC6914,1,3,True
1884,6,4,3,PROC9321,2,6,True
1885,6,4,3,PROC12008,1,3,True
1886,6,4,3,SD50H32650,1,3,True
1882,6,4,3,PROC3420,2,6,True
1888,6,4,3,000000000031034561,1,3,True
1889,6,4,3,PROC3726,1,3,True
1890,6,4,3,000000000031502214,1,3,True
1891,6,4,3,SDM0K33193,1,3,True
1887,6,4,3,PROC14101,2,6,True
1898,6,4,3,PROC3420,2,6,True
1927,7,4,3,PROC7704,2,6,True
1908,7,4,3,SSW0F82867,1,3,True
1909,7,4,3,SSW0F75749,2,6,True
1910,7,4,3,SSW0G45194,1,3,True
1911,7,4,3,000000000031045653,1,3,True
1912,7,4,3,SSW0G44390,1,3,True
1913,7,4,3,SSW0G44671,1,3,True
1914,7,4,3,SSW0K51131,2,6,True
1915,7,4,3,000000000031038890,1,3,True
1916,7,4,3,PROC3420,2,6,True
1928,7,4,3,000000000031503454,2,6,True
1925,7,4,3,SDM0K33193,1,3,True
1926,7,4,3,SM20H54473,2,6,True
1924,7,4,3,000000000031502214,1,3,True
1923,7,4,3,PROC3726,1,3,True
1922,7,4,3,000000000031034561,1,3,True
1921,7,4,3,PROC14101,2,6,True
1920,7,4,3,SD50H32650,1,3,True
1919,7,4,3,PROC12008,1,3,True
1918,7,4,3,PROC9321,2,6,True
1917,7,4,3,PROC6914,1,3,True
1930,7,4,3,SP10K29485,1,3,True
1931,7,4,3,PROC11104,1,3,True
1932,7,4,3,PROC3420,2,6,True
1933,7,4,3,cdb_49000017,2,6,True
1929,7,4,3,PROC9321,2,6,True
1935,7,4,3,PROC14102,2,6,True
1936,7,4,3,PROC13209,1,3,True
1937,7,4,3,PROC10209,1,3,True
1938,7,4,3,SSW0N29422,1,3,True
1939,7,4,3,PROC12801,2,6,True
1940,7,4,3,SL10F25678,1,3,True
1941,7,4,3,SSW0Q43526,1,3,True
1934,7,4,3,SPP0M26744,2,6,True
817,8,3,3,000000000031045549,1,3,True
816,8,3,3,PROC13209,2,6,True
815,8,3,3,SD50H32746,1,3,True
834,8,3,3,SSW0N28641,2,6,True
814,8,3,3,cdb_49000017,1,3,True
813,8,3,3,SL60K75022,1,3,True
808,8,3,3,SSW0G44836,1,3,True
807,8,3,3,SSW0G42871,1,3,True
811,8,3,3,SSW0G44351,1,3,True
809,8,3,3,SSW0G44953,1,3,True
810,8,3,3,SSW0P20662,1,3,True
836,8,3,3,SSW0L97271,2,6,True
818,8,3,3,PROC7320,1,3,True
812,8,3,3,SSW0G44585,2,6,True
819,8,3,3,SPP0H55681,1,3,True
835,8,3,3,PROC10338,2,6,True
821,8,3,3,PROC7033,1,3,True
822,8,3,3,000000000031028400,2,6,True
823,8,3,3,cdb_04000018,2,6,True
824,8,3,3,000000000031501056,2,6,True
825,8,3,3,SPP0G54625,2,6,True
826,8,3,3,PROC9107,1,3,True
827,8,3,3,SPP0G99675,2,6,True
828,8,3,3,SSW0K51935,2,6,True
820,8,3,3,PROC7109,1,3,True
829,8,3,3,PROC3410,1,3,True
830,8,3,3,SPP0K08480,1,3,True
833,8,3,3,000000000067001143,1,3,True
831,8,3,3,SPP0H55681,1,3,True
832,8,3,3,SPP0H55684,2,6,True
1377,9,2,2,SSW0G44678,1,2,True
1376,9,2,2,000000000000011977,1,2,True
1378,9,2,2,SSW0F63159,2,4,True
1386,9,2,2,PROC13101,1,2,True
1380,9,2,2,SSW0G44017,1,2,True
1404,9,2,2,PROC10938,2,4,True
1403,9,2,2,PROC10219,1,2,True
1402,9,2,2,SSW0Q44609,2,4,True
1401,9,2,2,PROC10958,1,2,True
1400,9,2,2,PROC11106,1,2,True
1399,9,2,2,SPP0M26744,1,2,True
1398,9,2,2,SPP0J33159,2,4,True
1397,9,2,2,000000000031503456,2,4,True
1379,9,2,2,SSW0G42868,1,2,True
1395,9,2,2,SM20H54472,1,2,True
1394,9,2,2,PROC8345,1,2,True
1396,9,2,2,000000000031503455,2,4,True
1392,9,2,2,PROC8214,2,4,True
1381,9,2,2,SSW0L47695,2,4,True
1382,9,2,2,000000000031042062,1,2,True
1393,9,2,2,SPP0J33247,1,2,True
1384,9,2,2,cdb_47000131,1,2,True
1385,9,2,2,PROC10001,1,2,True
1383,9,2,2,cdb_50000007,2,4,True
1387,9,2,2,000000000031034774,2,4,True
1388,9,2,2,000000000031503243,2,4,True
1389,9,2,2,000000000031503244,2,4,True
1391,9,2,2,PROC8211,1,2,True
1390,9,2,2,PROC11611,2,4,True
1950,10,4,4,PROC3420,2,8,True
1951,10,4,4,PROC6914,1,4,True
1952,10,4,4,PROC9321,2,8,True
1953,10,4,4,PROC12008,1,4,True
1954,10,4,4,SD50H32650,1,4,True
1949,10,4,4,000000000031038890,1,4,True
1947,10,4,4,SSW0G44671,1,4,True
1948,10,4,4,SSW0K51131,2,8,True
1942,10,4,4,SSW0F82867,1,4,True
1943,10,4,4,SSW0F75749,2,8,True
1944,10,4,4,SSW0G45194,1,4,True
1945,10,4,4,000000000031045653,1,4,True
1946,10,4,4,SSW0G44390,1,4,True
1955,10,4,4,PROC14101,2,8,True
1956,10,4,4,000000000031034561,1,4,True
1968,10,4,4,SPP0M26744,2,8,True
1958,10,4,4,000000000031502214,1,4,True
1975,10,4,4,SSW0Q43526,1,4,True
1974,10,4,4,SL10F25678,1,4,True
1973,10,4,4,PROC12801,2,8,True
1972,10,4,4,SSW0N29422,1,4,True
1971,10,4,4,PROC10209,1,4,True
1970,10,4,4,PROC13209,1,4,True
1969,10,4,4,PROC14102,2,8,True
1957,10,4,4,PROC3726,1,4,True
1966,10,4,4,PROC3420,2,8,True
1967,10,4,4,cdb_49000017,2,8,True
1961,10,4,4,PROC7704,2,8,True
1960,10,4,4,SM20H54473,2,8,True
1962,10,4,4,000000000031503454,2,8,True
1963,10,4,4,PROC9321,2,8,True
1964,10,4,4,SP10K29485,1,4,True
1965,10,4,4,PROC11104,1,4,True
1959,10,4,4,SDM0K33193,1,4,True
852,11,3,3,000000000031028400,2,6,True
853,11,3,3,cdb_04000018,2,6,True
854,11,3,3,000000000031501056,2,6,True
855,11,3,3,SPP0G54625,2,6,True
858,11,3,3,SSW0K51935,2,6,True
857,11,3,3,SPP0G99675,2,6,True
851,11,3,3,PROC7033,1,3,True
859,11,3,3,PROC3410,1,3,True
860,11,3,3,SPP0K08480,1,3,True
856,11,3,3,PROC9107,1,3,True
850,11,3,3,PROC7109,1,3,True
846,11,3,3,PROC13209,2,6,True
848,11,3,3,PROC7320,1,3,True
847,11,3,3,000000000031045549,1,3,True
845,11,3,3,SD50H32746,1,3,True
844,11,3,3,cdb_49000017,1,3,True
843,11,3,3,SL60K75022,1,3,True
842,11,3,3,SSW0G44585,2,6,True
841,11,3,3,SSW0G44351,1,3,True
840,11,3,3,SSW0P20662,1,3,True
839,11,3,3,SSW0G44953,1,3,True
838,11,3,3,SSW0G44836,1,3,True
837,11,3,3,SSW0G42871,1,3,True
849,11,3,3,SPP0H55681,1,3,True
862,11,3,3,SPP0H55684,2,6,True
861,11,3,3,SPP0H55681,1,3,True
864,11,3,3,SSW0N28641,2,6,True
866,11,3,3,SSW0L97271,2,6,True
863,11,3,3,000000000067001143,1,3,True
865,11,3,3,PROC10338,2,6,True
2008,12,4,1,SL10F25678,1,1,True
1978,12,4,1,SSW0G45194,1,1,True
1979,12,4,1,000000000031045653,1,1,True
2007,12,4,1,PROC12801,2,2,True
2006,12,4,1,SSW0N29422,1,1,True
1998,12,4,1,SP10K29485,1,1,True
2004,12,4,1,PROC13209,1,1,True
1980,12,4,1,SSW0G44390,1,1,True
2003,12,4,1,PROC14102,2,2,True
2002,12,4,1,SPP0M26744,2,2,True
2001,12,4,1,cdb_49000017,2,2,True
2000,12,4,1,PROC3420,2,2,True
1999,12,4,1,PROC11104,1,1,True
2005,12,4,1,PROC10209,1,1,True
1996,12,4,1,000000000031503454,2,2,True
1995,12,4,1,PROC7704,2,2,True
1993,12,4,1,SDM0K33193,1,1,True
1992,12,4,1,000000000031502214,1,1,True
1991,12,4,1,PROC3726,1,1,True
1990,12,4,1,000000000031034561,1,1,True
1989,12,4,1,PROC14101,2,2,True
1988,12,4,1,SD50H32650,1,1,True
1987,12,4,1,PROC12008,1,1,True
1986,12,4,1,PROC9321,2,2,True
1985,12,4,1,PROC6914,1,1,True
1984,12,4,1,PROC3420,2,2,True
1983,12,4,1,000000000031038890,1,1,True
1982,12,4,1,SSW0K51131,2,2,True
1981,12,4,1,SSW0G44671,1,1,True
1997,12,4,1,PROC9321,2,2,True
1977,12,4,1,SSW0F75749,2,2,True
1994,12,4,1,SM20H54473,2,2,True
2009,12,4,1,SSW0Q43526,1,1,True
1976,12,4,1,SSW0F82867,1,1,True
895,13,3,2,PROC10338,2,4,True
893,13,3,2,000000000067001143,1,2,True
892,13,3,2,SPP0H55684,2,4,True
891,13,3,2,SPP0H55681,1,2,True
890,13,3,2,SPP0K08480,1,2,True
889,13,3,2,PROC3410,1,2,True
888,13,3,2,SSW0K51935,2,4,True
887,13,3,2,SPP0G99675,2,4,True
886,13,3,2,PROC9107,1,2,True
885,13,3,2,SPP0G54625,2,4,True
884,13,3,2,000000000031501056,2,4,True
883,13,3,2,cdb_04000018,2,4,True
882,13,3,2,000000000031028400,2,4,True
881,13,3,2,PROC7033,1,2,True
894,13,3,2,SSW0N28641,2,4,True
879,13,3,2,SPP0H55681,1,2,True
880,13,3,2,PROC7109,1,2,True
867,13,3,2,SSW0G42871,1,2,True
868,13,3,2,SSW0G44836,1,2,True
869,13,3,2,SSW0G44953,1,2,True
870,13,3,2,SSW0P20662,1,2,True
871,13,3,2,SSW0G44351,1,2,True
896,13,3,2,SSW0L97271,2,4,True
873,13,3,2,SL60K75022,1,2,True
874,13,3,2,cdb_49000017,1,2,True
875,13,3,2,SD50H32746,1,2,True
876,13,3,2,PROC13209,2,4,True
877,13,3,2,000000000031045549,1,2,True
872,13,3,2,SSW0G44585,2,4,True
878,13,3,2,PROC7320,1,2,True
1415,14,2,3,PROC13101,1,3,True
1414,14,2,3,PROC10001,1,3,True
1413,14,2,3,cdb_47000131,1,3,True
1412,14,2,3,cdb_50000007,2,6,True
1411,14,2,3,000000000031042062,1,3,True
1408,14,2,3,SSW0G42868,1,3,True
1409,14,2,3,SSW0G44017,1,3,True
1407,14,2,3,SSW0F63159,2,6,True
1406,14,2,3,SSW0G44678,1,3,True
1405,14,2,3,000000000000011977,1,3,True
1416,14,2,3,000000000031034774,2,6,True
1410,14,2,3,SSW0L47695,2,6,True
1417,14,2,3,000000000031503243,2,6,True
1425,14,2,3,000000000031503455,2,6,True
1419,14,2,3,PROC11611,2,6,True
1420,14,2,3,PROC8211,1,3,True
1421,14,2,3,PROC8214,2,6,True
1422,14,2,3,SPP0J33247,1,3,True
1423,14,2,3,PROC8345,1,3,True
1424,14,2,3,SM20H54472,1,3,True
1426,14,2,3,000000000031503456,2,6,True
1427,14,2,3,SPP0J33159,2,6,True
1428,14,2,3,SPP0M26744,1,3,True
1429,14,2,3,PROC11106,1,3,True
1430,14,2,3,PROC10958,1,3,True
1431,14,2,3,SSW0Q44609,2,6,True
1432,14,2,3,PROC10219,1,3,True
1418,14,2,3,000000000031503244,2,6,True
1433,14,2,3,PROC10938,2,6,True
901,15,3,2,SSW0G44351,1,2,True
918,15,3,2,SSW0K51935,2,4,True
905,15,3,2,SD50H32746,1,2,True
906,15,3,2,PROC13209,2,4,True
907,15,3,2,000000000031045549,1,2,True
909,15,3,2,SPP0H55681,1,2,True
910,15,3,2,PROC7109,1,2,True
911,15,3,2,PROC7033,1,2,True
912,15,3,2,000000000031028400,2,4,True
913,15,3,2,cdb_04000018,2,4,True
914,15,3,2,000000000031501056,2,4,True
904,15,3,2,cdb_49000017,1,2,True
915,15,3,2,SPP0G54625,2,4,True
917,15,3,2,SPP0G99675,2,4,True
919,15,3,2,PROC3410,1,2,True
920,15,3,2,SPP0K08480,1,2,True
921,15,3,2,SPP0H55681,1,2,True
922,15,3,2,SPP0H55684,2,4,True
923,15,3,2,000000000067001143,1,2,True
924,15,3,2,SSW0N28641,2,4,True
925,15,3,2,PROC10338,2,4,True
926,15,3,2,SSW0L97271,2,4,True
916,15,3,2,PROC9107,1,2,True
903,15,3,2,SL60K75022,1,2,True
908,15,3,2,PROC7320,1,2,True
900,15,3,2,SSW0P20662,1,2,True
899,15,3,2,SSW0G44953,1,2,True
898,15,3,2,SSW0G44836,1,2,True
897,15,3,2,SSW0G42871,1,2,True
902,15,3,2,SSW0G44585,2,4,True
952,16,3,1,SPP0H55684,2,2,True
953,16,3,1,000000000067001143,1,1,True
954,16,3,1,SSW0N28641,2,2,True
955,16,3,1,PROC10338,2,2,True
956,16,3,1,SSW0L97271,2,2,True
927,16,3,1,SSW0G42871,1,1,True
929,16,3,1,SSW0G44953,1,1,True
930,16,3,1,SSW0P20662,1,1,True
931,16,3,1,SSW0G44351,1,1,True
932,16,3,1,SSW0G44585,2,2,True
933,16,3,1,SL60K75022,1,1,True
934,16,3,1,cdb_49000017,1,1,True
928,16,3,1,SSW0G44836,1,1,True
951,16,3,1,SPP0H55681,1,1,True
949,16,3,1,PROC3410,1,1,True
937,16,3,1,000000000031045549,1,1,True
948,16,3,1,SSW0K51935,2,2,True
938,16,3,1,PROC7320,1,1,True
947,16,3,1,SPP0G99675,2,2,True
946,16,3,1,PROC9107,1,1,True
945,16,3,1,SPP0G54625,2,2,True
944,16,3,1,000000000031501056,2,2,True
943,16,3,1,cdb_04000018,2,2,True
942,16,3,1,000000000031028400,2,2,True
941,16,3,1,PROC7033,1,1,True
940,16,3,1,PROC7109,1,1,True
935,16,3,1,SD50H32746,1,1,True
939,16,3,1,SPP0H55681,1,1,True
950,16,3,1,SPP0K08480,1,1,True
936,16,3,1,PROC13209,2,2,True
92,17,1,2,PROC2802,1,2,True
95,17,1,2,PROC8213,2,4,True
91,17,1,2,000000000067000739,1,2,True
90,17,1,2,000000000031034609,1,2,True
89,17,1,2,000000000031045550,2,4,True
88,17,1,2,000000000031045548,2,4,True
87,17,1,2,PROC7029,1,2,True
86,17,1,2,PROC2237,1,2,True
85,17,1,2,000000000031034776,1,2,True
84,17,1,2,PROC10204,2,4,True
93,17,1,2,000000000031037296,1,2,True
83,17,1,2,000000000031503985,1,2,True
81,17,1,2,000000000031028776,1,2,True
80,17,1,2,SSW0G44392,2,4,True
79,17,1,2,SSW0K51575,1,2,True
78,17,1,2,SSW0K51133,2,4,True
77,17,1,2,SSW0G44670,1,2,True
76,17,1,2,SSW0G44348,2,4,True
75,17,1,2,SSW0G43707,2,4,True
74,17,1,2,000000000000008820,1,2,True
82,17,1,2,000000000031040179,2,4,True
94,17,1,2,SP10G00161,1,2,True
96,17,1,2,SL10F25678,1,2,True
106,17,1,2,SSW0N27927,2,4,True
109,17,1,2,PROC1811,2,4,True
108,17,1,2,SPP0G98370,1,2,True
107,17,1,2,SSW0N29515,1,2,True
105,17,1,2,PROC12008,1,2,True
104,17,1,2,PROC9203,2,4,True
103,17,1,2,SPP0G54610,1,2,True
110,17,1,2,PROC10224,1,2,True
101,17,1,2,PROC9106,2,4,True
100,17,1,2,PROC1811,1,2,True
99,17,1,2,SA70K11490,2,4,True
98,17,1,2,PROC8215,2,4,True
97,17,1,2,SPP0G54600,1,2,True
102,17,1,2,SSW0K51546,2,4,True
2033,18,4,2,PROC11104,1,2,True
2028,18,4,2,SM20H54473,2,4,True
2029,18,4,2,PROC7704,2,4,True
2030,18,4,2,000000000031503454,2,4,True
2031,18,4,2,PROC9321,2,4,True
2032,18,4,2,SP10K29485,1,2,True
2016,18,4,2,SSW0K51131,2,4,True
2041,18,4,2,PROC12801,2,4,True
2036,18,4,2,SPP0M26744,2,4,True
2037,18,4,2,PROC14102,2,4,True
2038,18,4,2,PROC13209,1,2,True
2039,18,4,2,PROC10209,1,2,True
2040,18,4,2,SSW0N29422,1,2,True
2027,18,4,2,SDM0K33193,1,2,True
2035,18,4,2,cdb_49000017,2,4,True
2026,18,4,2,000000000031502214,1,2,True
2019,18,4,2,PROC6914,1,2,True
2024,18,4,2,000000000031034561,1,2,True
2023,18,4,2,PROC14101,2,4,True
2022,18,4,2,SD50H32650,1,2,True
2021,18,4,2,PROC12008,1,2,True
2020,18,4,2,PROC9321,2,4,True
2042,18,4,2,SL10F25678,1,2,True
2018,18,4,2,PROC3420,2,4,True
2017,18,4,2,000000000031038890,1,2,True
2015,18,4,2,SSW0G44671,1,2,True
2014,18,4,2,SSW0G44390,1,2,True
2013,18,4,2,000000000031045653,1,2,True
2012,18,4,2,SSW0G45194,1,2,True
2011,18,4,2,SSW0F75749,2,4,True
2010,18,4,2,SSW0F82867,1,2,True
2025,18,4,2,PROC3726,1,2,True
2043,18,4,2,SSW0Q43526,1,2,True
2034,18,4,2,PROC3420,2,4,True
2069,19,4,2,cdb_49000017,2,4,True
2075,19,4,2,PROC12801,2,4,True
2074,19,4,2,SSW0N29422,1,2,True
2072,19,4,2,PROC13209,1,2,True
2071,19,4,2,PROC14102,2,4,True
2070,19,4,2,SPP0M26744,2,4,True
2068,19,4,2,PROC3420,2,4,True
2067,19,4,2,PROC11104,1,2,True
2066,19,4,2,SP10K29485,1,2,True
2065,19,4,2,PROC9321,2,4,True
2064,19,4,2,000000000031503454,2,4,True
2063,19,4,2,PROC7704,2,4,True
2062,19,4,2,SM20H54473,2,4,True
2061,19,4,2,SDM0K33193,1,2,True
2060,19,4,2,000000000031502214,1,2,True
2076,19,4,2,SL10F25678,1,2,True
2059,19,4,2,PROC3726,1,2,True
2057,19,4,2,PROC14101,2,4,True
2056,19,4,2,SD50H32650,1,2,True
2055,19,4,2,PROC12008,1,2,True
2054,19,4,2,PROC9321,2,4,True
2053,19,4,2,PROC6914,1,2,True
2052,19,4,2,PROC3420,2,4,True
2051,19,4,2,000000000031038890,1,2,True
2050,19,4,2,SSW0K51131,2,4,True
2049,19,4,2,SSW0G44671,1,2,True
2048,19,4,2,SSW0G44390,1,2,True
2047,19,4,2,000000000031045653,1,2,True
2046,19,4,2,SSW0G45194,1,2,True
2045,19,4,2,SSW0F75749,2,4,True
2044,19,4,2,SSW0F82867,1,2,True
2058,19,4,2,000000000031034561,1,2,True
2077,19,4,2,SSW0Q43526,1,2,True
2073,19,4,2,PROC10209,1,2,True
116,20,1,3,SSW0K51575,1,3,True
136,20,1,3,SA70K11490,2,6,True
137,20,1,3,PROC1811,1,3,True
138,20,1,3,PROC9106,2,6,True
139,20,1,3,SSW0K51546,2,6,True
140,20,1,3,SPP0G54610,1,3,True
141,20,1,3,PROC9203,2,6,True
142,20,1,3,PROC12008,1,3,True
115,20,1,3,SSW0K51133,2,6,True
143,20,1,3,SSW0N27927,2,6,True
145,20,1,3,SPP0G98370,1,3,True
146,20,1,3,PROC1811,2,6,True
147,20,1,3,PROC10224,1,3,True
114,20,1,3,SSW0G44670,1,3,True
113,20,1,3,SSW0G44348,2,6,True
112,20,1,3,SSW0G43707,2,6,True
111,20,1,3,000000000000008820,1,3,True
144,20,1,3,SSW0N29515,1,3,True
134,20,1,3,SPP0G54600,1,3,True
135,20,1,3,PROC8215,2,6,True
132,20,1,3,PROC8213,2,6,True
117,20,1,3,SSW0G44392,2,6,True
118,20,1,3,000000000031028776,1,3,True
119,20,1,3,000000000031040179,2,6,True
120,20,1,3,000000000031503985,1,3,True
121,20,1,3,PROC10204,2,6,True
133,20,1,3,SL10F25678,1,3,True
123,20,1,3,PROC2237,1,3,True
122,20,1,3,000000000031034776,1,3,True
125,20,1,3,000000000031045548,2,6,True
